CustomerID,Gender,Age,Married,NumberofDependents,City,ZipCode,Population,NumberofReferrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,Churn,ChurnCategory,ChurnReason,predictions,pred_probabilities
6629-CZTTH,1,62,0,0,Orange,92865,18058,0,1,None,1,48.22,No,1,Cable,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,1,Credit Card,55.7,55.7,0.0,0,48.22,103.92,1,Dissatisfaction,Product dissatisfaction,1,0.74683625
1723-HKXJQ,1,64,0,0,San Diego,92120,25569,0,42,None,1,18.79,Yes,1,Fiber Optic,16.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,101.75,4273.45,0.0,0,789.18,5062.63,1,Other,Don't know,1,0.74682677
3323-CPBWR,1,61,0,0,Knights Landing,95645,1793,0,23,Offer D,1,8.5,Yes,1,Fiber Optic,6.0,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,1,Credit Card,96.9,2085.45,0.0,0,195.5,2280.95,0,Unknown,Unknown,1,0.74152046
5027-XWQHA,1,35,0,0,Ukiah,95482,30988,0,6,None,1,41.16,No,1,Cable,10.0,No,No,No,No,No,No,No,No,Month-to-Month,0,Bank Withdrawal,44.75,270.95,0.0,10,246.96,527.91,1,Dissatisfaction,Network reliability,1,0.73849756
6519-CFDBX,0,31,0,0,Torrance,90505,34873,0,2,None,1,10.81,No,1,Cable,13.0,No,No,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,45.4,80.95,0.0,0,21.62,102.57,0,Unknown,Unknown,1,0.7343134
9415-DPEWS,0,47,0,0,Carmichael,95608,58830,0,18,None,1,12.67,Yes,1,Fiber Optic,23.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,1,Bank Withdrawal,88.35,1639.3,0.0,0,228.06,1867.36,1,Competitor,Competitor offered more data,1,0.73315793
9637-EIHEQ,0,20,0,0,San Diego,92126,74232,0,1,None,1,22.82,No,1,Cable,27.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,50.8,50.8,0.0,0,22.82,73.62,1,Competitor,Competitor made better offer,1,0.7322976
8266-VBFQL,1,55,0,0,Jamul,91935,8759,0,4,None,1,31.92,No,1,Fiber Optic,4.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,90.4,356.65,0.0,0,127.68,484.33,0,Unknown,Unknown,1,0.7318907
4080-IIARD,0,42,1,0,Los Angeles,90047,47107,1,13,Offer D,1,11.79,Yes,1,DSL,29.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,1,Bank Withdrawal,76.2,981.45,0.0,0,153.27,1134.72,0,Unknown,Unknown,1,0.7315569
2931-FSOHN,1,76,0,0,Napa,94559,26894,0,13,None,1,49.9,No,1,DSL,30.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,1,Bank Withdrawal,59.9,788.35,0.0,0,648.7,1437.05,0,Unknown,Unknown,1,0.7303719
2091-RFFBA,0,70,0,0,Port Costa,94569,173,0,31,None,1,15.43,Yes,1,Fiber Optic,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,73.9,2217.15,0.0,0,478.33,2695.48,1,Attitude,Attitude of support person,1,0.72966284
9095-HFAFX,0,61,0,0,San Diego,92126,74232,0,5,Offer E,1,20.2,No,1,Fiber Optic,23.0,No,No,No,No,Yes,No,No,No,Month-to-Month,1,Credit Card,81.0,389.6,0.0,10,101.0,500.6,1,Competitor,Competitor made better offer,1,0.7231763
6862-CQUMB,1,28,0,0,San Diego,92126,74232,0,37,None,1,21.84,No,1,Fiber Optic,41.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,1,Credit Card,96.1,3646.8,0.0,0,808.08,4454.88,0,Unknown,Unknown,1,0.7223145
0822-GAVAP,0,19,0,0,Posey,93260,266,0,2,Offer E,0,0.0,Unknown,1,DSL,76.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,34.7,62.25,0.0,0,0.0,62.25,1,Competitor,Competitor made better offer,1,0.7215353
5405-ZMYXQ,0,21,0,0,Los Angeles,90019,67520,0,8,Offer E,1,1.28,Yes,1,Fiber Optic,42.0,No,No,No,No,No,No,No,Yes,Month-to-Month,1,Credit Card,74.6,548.9,0.0,0,10.24,559.14,0,Unknown,Unknown,1,0.72125113
6284-AHOOQ,1,71,0,0,Avenal,93204,14697,0,22,None,1,46.11,Yes,1,Fiber Optic,27.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,1,Bank Withdrawal,90.5,1910.6,0.0,0,1014.42,2925.02,1,Other,Don't know,1,0.71640545
8313-NDOIA,0,48,0,0,Green Valley Lake,92341,317,0,24,None,1,38.79,Yes,1,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,1,Bank Withdrawal,104.15,2494.65,0.0,40,930.96,3465.61,0,Unknown,Unknown,1,0.7149704
9174-FKWZE,0,70,0,0,Sacramento,95819,15975,0,1,None,1,22.92,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,1,Bank Withdrawal,19.45,19.45,0.0,0,22.92,42.37,1,Dissatisfaction,Limited range of services,1,0.71430904
0952-KMEEH,1,46,0,0,Mountain View,94043,27822,0,13,None,1,3.36,Yes,1,Fiber Optic,15.0,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,0,Mailed Check,98.15,1230.25,0.0,40,43.68,1313.93,1,Price,Long distance charges,1,0.7139712
2135-DQWAQ,0,37,0,0,Santa Barbara,93111,16477,0,5,Offer E,1,45.74,No,1,Fiber Optic,30.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,1,Credit Card,85.3,420.45,0.0,10,228.7,659.15,0,Unknown,Unknown,1,0.7138042
1732-VHUBQ,0,73,1,0,Escondido,92027,48690,1,47,None,1,26.95,No,1,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,0,Bank Withdrawal,70.55,3309.25,26.99,0,1266.65,4548.91,1,Competitor,Competitor made better offer,1,0.71264356
6994-KERXL,1,51,0,0,Avalon,90704,3699,0,4,None,1,17.7,No,1,DSL,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,55.9,238.5,0.0,0,70.8,309.3,0,Unknown,Unknown,1,0.7108509
8714-EUHJO,0,39,1,0,Castella,96017,228,1,31,None,1,38.67,Yes,1,Cable,13.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,1,Bank Withdrawal,91.15,2995.45,0.0,0,1198.77,4194.22,1,Dissatisfaction,Poor expertise of online support,1,0.7105898
4501-EQDRN,0,64,0,0,Montclair,91763,34447,0,1,None,1,21.52,No,1,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,0,Bank Withdrawal,69.7,69.7,0.0,0,21.52,91.22,1,Attitude,Attitude of service provider,1,0.70766884
2189-WWOEW,0,37,0,0,Keene,93531,1436,0,15,None,1,24.63,No,1,Fiber Optic,13.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,85.9,1269.55,0.0,0,369.45,1639.0,1,Other,Don't know,1,0.7060062
1456-TWCGB,1,34,0,0,Bakersfield,93309,58632,0,4,None,1,38.01,No,1,Cable,5.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,0,Mailed Check,49.25,208.45,0.0,0,152.04,360.49,0,Unknown,Unknown,1,0.705503
5016-IBERQ,1,28,1,0,Simi Valley,93063,49027,1,23,None,1,18.05,Yes,1,Fiber Optic,51.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,0,Bank Withdrawal,84.25,1968.1,8.3,0,415.15,2374.95,0,Unknown,Unknown,1,0.7016367
2100-BDNSN,0,39,1,0,Strawberry Valley,95981,101,1,5,None,1,14.9,Yes,1,DSL,4.0,No,No,Yes,Yes,Yes,No,No,No,Month-to-Month,0,Bank Withdrawal,67.95,350.3,0.0,20,74.5,444.8,1,Price,Price too high,1,0.6993027
1077-HUUJM,0,48,0,1,Rancho Cucamonga,91730,51970,0,7,Offer E,1,28.5,No,1,Fiber Optic,13.0,No,No,No,No,No,No,No,No,Month-to-Month,1,Bank Withdrawal,71.05,472.65,0.0,10,199.5,682.15,0,Unknown,Unknown,1,0.6975279
2603-HVKCG,1,20,0,0,Meridian,95957,776,0,31,Offer C,1,19.38,No,1,Fiber Optic,76.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,101.4,3143.65,0.0,0,600.78,3744.43,0,Unknown,Unknown,1,0.69671065
6141-OOXUQ,1,43,0,0,San Bernardino,92411,23146,0,1,Offer E,1,17.25,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Mailed Check,19.65,19.65,0.0,0,17.25,36.9,1,Dissatisfaction,Service dissatisfaction,1,0.69279337
4325-NFSKC,1,68,0,0,Pacific Palisades,90272,22548,0,19,Offer D,1,28.12,Yes,1,Fiber Optic,25.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,1,Bank Withdrawal,90.6,1660.0,0.0,0,534.28,2194.28,1,Price,Extra data charges,1,0.69277924
8922-LIEGH,0,72,0,0,Jolon,93928,254,0,25,None,1,36.36,Yes,1,Fiber Optic,6.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,1,Bank Withdrawal,-1.0,2187.55,23.33,0,909.0,3073.22,1,Dissatisfaction,Poor expertise of online support,1,0.69149643
1508-DFXCU,1,32,0,0,Riverside,92501,18999,0,12,None,1,11.04,No,1,Fiber Optic,16.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,1,Bank Withdrawal,81.45,912.0,0.0,0,132.48,1044.48,0,Unknown,Unknown,1,0.68982995
5028-HTLJB,1,69,0,0,New Cuyama,93254,798,0,1,Offer E,1,19.87,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,20.05,20.05,0.0,0,19.87,39.92,1,Price,Long distance charges,1,0.68851733
8679-JOEVF,0,75,0,0,Sacramento,95838,34894,0,16,None,1,36.83,No,1,DSL,16.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,0,Bank Withdrawal,59.4,1023.9,0.0,0,589.28,1613.18,1,Price,Price too high,1,0.6875098
1399-UBQIU,1,35,0,0,Orange,92867,40915,0,11,None,1,16.14,No,1,DSL,8.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,-3.0,712.25,0.0,0,177.54,889.79,0,Unknown,Unknown,1,0.68602407
0637-YLETY,0,39,0,0,Douglas City,96024,960,0,16,Offer D,1,18.99,Yes,1,Fiber Optic,30.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,1,Credit Card,95.6,1555.65,0.0,0,303.84,1859.49,1,Attitude,Attitude of service provider,1,0.6820443
3536-IQCTX,1,76,1,0,South Pasadena,91030,23984,1,32,None,1,49.6,Yes,1,Fiber Optic,10.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,0,Bank Withdrawal,85.3,2661.1,0.0,0,1587.2,4248.3,1,Competitor,Competitor had better devices,1,0.6819909
3874-EQOEP,1,32,0,4,Long Beach,90804,43467,0,7,Offer E,1,20.52,Yes,1,Cable,28.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,0,Credit Card,95.0,655.5,36.6,10,143.64,772.54,1,Competitor,Competitor had better devices,1,0.6810872
0082-OQIQY,1,50,0,0,Farmington,95230,596,0,29,None,1,2.05,No,1,Fiber Optic,17.0,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,1,Bank Withdrawal,94.2,2607.6,0.0,20,59.45,2687.05,0,Unknown,Unknown,1,0.678475
2135-RXIHG,1,63,0,0,Carson,90745,55486,0,1,Offer E,1,14.12,No,1,Cable,24.0,No,No,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,45.65,45.65,0.0,0,14.12,59.77,1,Competitor,Competitor had better devices,1,0.6762172
4174-LPGTI,0,49,1,0,Beaumont,92223,17721,1,41,None,1,32.02,No,1,DSL,28.0,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,1,Bank Withdrawal,66.5,2728.6,0.0,0,1312.82,4041.42,1,Other,Moved,1,0.67602104
8878-HMWBV,1,47,0,0,Nice,95464,2223,0,3,Offer E,1,40.79,No,1,DSL,29.0,No,No,Yes,No,No,No,No,No,Month-to-Month,1,Bank Withdrawal,49.15,169.05,0.0,10,122.37,301.42,1,Competitor,Competitor had better devices,1,0.67436415
1219-NNDDO,0,51,0,0,Los Angeles,90015,15140,0,9,Offer E,1,42.41,Yes,1,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,76.85,663.55,0.0,0,381.69,1045.24,0,Unknown,Unknown,1,0.6740182
8714-CTZJW,0,24,0,0,Pilot Hill,95664,1173,0,4,Offer E,1,19.84,No,1,Fiber Optic,73.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,1,Credit Card,82.85,319.6,0.0,0,79.36,398.96,0,Unknown,Unknown,1,0.6703743
6319-IEJWJ,1,63,1,0,Camarillo,93012,24945,1,20,None,1,49.69,No,1,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,90.2,1776.55,0.0,0,993.8,2770.35,1,Other,Moved,1,0.6690886
5650-YLIBA,1,60,0,0,Lakeport,95453,11180,0,31,None,1,42.05,Yes,1,Fiber Optic,12.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,81.15,2640.55,0.0,0,1303.55,3944.1,0,Unknown,Unknown,1,0.6689333
6077-BDPXA,0,56,0,0,Merced,95340,59289,0,3,None,1,5.63,No,1,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,70.15,194.2,0.0,0,16.89,211.09,0,Unknown,Unknown,1,0.6680566
6745-JEFZB,1,64,1,0,El Cajon,92019,40995,2,35,None,1,23.85,Yes,1,Fiber Optic,10.0,No,No,No,Yes,Yes,No,No,No,Month-to-Month,1,Credit Card,91.5,3236.35,40.79,90,834.75,4120.31,0,Unknown,Unknown,1,0.6657213
8854-CCVSQ,1,58,0,0,Browns Valley,95918,1477,0,18,None,1,38.87,Yes,1,Fiber Optic,7.0,No,Yes,No,No,No,No,No,No,Month-to-Month,1,Bank Withdrawal,80.65,1451.9,0.0,30,699.66,2181.56,1,Competitor,Competitor offered more data,1,0.6656857
7096-UCLNH,1,30,0,0,Fontana,92335,82630,0,1,None,1,11.1,No,0,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,0,Credit Card,20.05,20.05,0.0,0,11.1,31.15,0,Unknown,Unknown,1,0.66006553
1942-OQFRW,1,62,0,0,Forest Knolls,94933,1025,0,1,Offer E,1,13.4,No,1,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,0,Bank Withdrawal,44.0,44.0,0.0,0,13.4,57.4,0,Unknown,Unknown,1,0.6595511
8873-GLDMH,0,45,0,0,Courtland,95615,699,0,6,None,1,27.69,Yes,1,Fiber Optic,9.0,No,No,No,No,No,No,No,Yes,Month-to-Month,1,Credit Card,73.85,401.3,0.0,0,166.14,567.44,0,Unknown,Unknown,1,0.6593038
0611-DFXKO,1,35,1,0,Comptche,95427,371,1,20,Offer D,1,18.05,No,1,Fiber Optic,5.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,1,Credit Card,89.0,1820.45,0.0,0,361.0,2181.45,1,Dissatisfaction,Service dissatisfaction,1,0.6559949
4484-GLZOU,0,20,1,0,San Dimas,91773,33878,6,52,None,1,10.59,Yes,1,Fiber Optic,48.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,105.05,5624.85,27.6,0,550.68,6147.93,1,Other,Don't know,1,0.6549453
0322-YINQP,1,37,0,0,Covina,91723,17554,0,1,None,1,11.35,No,1,DSL,9.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,1,Credit Card,48.55,48.55,0.0,0,11.35,59.9,1,Attitude,Attitude of support person,1,0.6502475
7459-RRWQZ,0,51,0,0,San Diego,92130,28201,0,15,Offer D,1,47.57,Yes,1,DSL,26.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,64.65,994.55,0.0,0,713.55,1708.1,1,Competitor,Competitor made better offer,1,0.64806664
1960-UYCNN,1,35,0,0,Julian,92036,3577,0,10,None,1,26.43,Yes,1,Fiber Optic,13.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,-7.0,1021.55,0.0,0,264.3,1285.85,0,Unknown,Unknown,1,0.64647996
2623-DRYAM,0,19,1,0,Jamul,91935,8759,0,70,None,1,19.88,Yes,1,Fiber Optic,26.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,1,Bank Withdrawal,101.75,7069.3,0.0,0,1391.6,8460.9,0,Unknown,Unknown,1,0.645386
6400-BWQKW,0,51,0,0,San Mateo,94402,23393,0,6,None,1,19.74,Yes,1,Fiber Optic,27.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,79.05,434.5,0.0,0,118.44,552.94,1,Dissatisfaction,Network reliability,1,0.6449626
0282-NVSJS,0,70,1,1,Aromas,95004,3373,1,12,Offer D,0,0.0,Unknown,1,DSL,14.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,1,Mailed Check,29.3,355.9,0.0,0,0.0,355.9,0,Unknown,Unknown,1,0.64438474
5989-PGKJB,0,40,0,0,San Diego,92121,4258,0,16,Offer D,1,22.3,No,1,Fiber Optic,28.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,86.25,1340.1,0.0,0,356.8,1696.9,0,Unknown,Unknown,1,0.64434767
4607-CHPCA,1,63,1,0,San Martin,95046,5671,1,25,None,1,35.27,No,1,Fiber Optic,4.0,No,No,No,No,Yes,Yes,Yes,No,One Year,1,Bank Withdrawal,90.4,2178.6,0.0,140,881.75,3200.35,1,Competitor,Competitor made better offer,1,0.64317906
8901-HJXTF,0,46,1,0,San Diego,92117,51213,1,12,None,0,0.0,Unknown,1,DSL,27.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,0,Mailed Check,29.2,309.1,0.0,0,0.0,309.1,1,Competitor,Competitor made better offer,1,0.64102334
3540-RZJYU,0,21,0,0,Zenia,95595,259,0,15,None,1,20.03,No,1,Fiber Optic,59.0,Yes,No,No,No,Yes,No,Yes,No,Month-to-Month,0,Bank Withdrawal,86.2,1270.2,0.0,100,300.45,1670.65,1,Dissatisfaction,Lack of self-service on Website,1,0.64079124
9725-SCPZG,1,47,0,0,South Lake Tahoe,96150,33038,0,1,Offer E,1,1.13,No,1,Fiber Optic,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,90.85,90.85,0.0,0,1.13,91.98,1,Price,Price too high,1,0.6363416
6986-IXNDM,1,47,0,0,Three Rivers,93271,2318,0,14,Offer D,1,27.8,No,1,Fiber Optic,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,92.9,1337.45,0.0,0,389.2,1726.65,0,Unknown,Unknown,1,0.6336856
0258-NOKBL,1,22,0,0,Fortuna,95540,12241,0,3,None,1,31.48,No,1,Fiber Optic,73.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,0,Bank Withdrawal,90.4,268.45,0.0,0,94.44,362.89,0,Unknown,Unknown,1,0.6320799
2203-GHNWN,0,24,1,0,Julian,92036,3577,2,24,None,1,44.93,Yes,1,Fiber Optic,82.0,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,1,Credit Card,79.65,1928.7,0.0,0,1078.32,3007.02,0,Unknown,Unknown,1,0.6297208
2748-MYRVK,0,22,0,0,Fresno,93702,47999,0,63,Offer B,1,8.38,Yes,1,Fiber Optic,59.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,0,Bank Withdrawal,99.9,6137.0,0.0,0,527.94,6664.94,1,Price,Long distance charges,1,0.62441576
4749-VFKVB,0,47,0,0,Inverness,94937,1004,0,1,None,1,46.49,Yes,1,DSL,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,1,Credit Card,50.1,50.1,0.0,0,46.49,96.59,1,Other,Don't know,1,0.62330276
9625-QSTYE,0,37,0,0,San Francisco,94131,27906,0,13,None,1,3.84,No,1,Fiber Optic,4.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,81.15,952.3,0.0,0,49.92,1002.22,1,Competitor,Competitor had better devices,1,0.62278366
5712-AHQNN,0,36,0,0,Whittier,90601,32050,0,43,None,1,26.55,No,1,Fiber Optic,12.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,1,Bank Withdrawal,91.65,3954.1,0.0,0,1141.65,5095.75,0,Unknown,Unknown,1,0.62130743
4059-IIEBK,0,51,0,0,Ojai,93023,21633,0,7,None,1,40.76,Yes,1,Fiber Optic,16.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,78.55,522.95,47.19,0,285.32,761.08,0,Unknown,Unknown,1,0.6196578
4918-QLLIW,1,23,0,0,Santa Monica,90405,26099,0,3,None,1,47.68,No,1,DSL,82.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,0,Credit Card,53.4,188.7,0.0,0,143.04,331.74,1,Other,Don't know,1,0.61951596
8417-FMLZI,1,47,1,0,Santa Cruz,95060,43192,1,6,None,1,26.91,No,1,Fiber Optic,6.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,1,Credit Card,83.55,477.55,0.0,0,161.46,639.01,1,Dissatisfaction,Product dissatisfaction,1,0.6182834
2187-PKZAY,1,23,0,0,Stevinson,95374,1960,0,12,None,1,40.06,No,1,Fiber Optic,41.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,79.95,1043.4,0.0,0,480.72,1524.12,0,Unknown,Unknown,1,0.61748797
7754-IXRMC,0,39,0,0,Atascadero,93422,29539,0,1,None,1,12.46,No,1,DSL,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,0,Credit Card,45.35,45.35,0.0,0,12.46,57.81,0,Unknown,Unknown,1,0.61739624
4291-SHSBH,1,25,0,0,Modesto,95354,27135,0,7,Offer E,1,8.95,No,1,Fiber Optic,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,69.55,521.35,0.0,0,62.65,584.0,0,Unknown,Unknown,1,0.61681765
6608-QQLVK,1,35,0,0,Bangor,95914,626,0,1,None,1,39.58,No,1,DSL,28.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,50.5,50.5,0.0,0,39.58,90.08,1,Competitor,Competitor made better offer,1,0.61653346
1670-SVOWZ,0,57,1,0,Mira Loma,91752,18980,1,14,Offer D,1,7.62,No,1,Fiber Optic,3.0,No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,1,Credit Card,89.65,1208.35,0.0,120,106.68,1435.03,1,Competitor,Competitor had better devices,1,0.6146151
9108-EJFJP,0,21,1,0,Jacumba,91934,699,6,1,Offer E,1,16.06,No,1,DSL,59.0,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,1,Credit Card,53.55,53.55,0.0,0,16.06,69.61,0,Unknown,Unknown,1,0.61461014
4282-YMKNA,0,55,0,0,Biola,93606,807,0,9,Offer E,1,16.48,Yes,1,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,74.75,706.6,0.0,0,148.32,854.92,1,Competitor,Competitor made better offer,1,0.6140151
5156-UMKOW,0,44,0,3,San Simeon,93452,471,0,3,None,0,0.0,Unknown,1,DSL,53.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,0,Mailed Check,29.65,90.05,0.0,0,0.0,90.05,0,Unknown,Unknown,1,0.6121128
9894-EZEWG,0,31,0,0,Walnut Grove,95690,2344,0,1,Offer E,1,39.66,No,1,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,1,Credit Card,74.3,74.3,0.0,0,39.66,113.96,1,Competitor,Competitor had better devices,1,0.61175436
9692-TUSXH,0,23,0,0,Los Angeles,90041,27866,0,18,Offer D,1,35.7,No,1,Fiber Optic,26.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,1,Bank Withdrawal,96.05,1740.7,0.0,0,642.6,2383.3,1,Competitor,Competitor offered higher download speeds,1,0.61036915
7625-XCQRH,0,48,0,0,Strathmore,93267,5689,0,11,None,1,15.6,Yes,1,Fiber Optic,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,76.5,837.95,0.0,0,171.6,1009.55,1,Dissatisfaction,Network reliability,1,0.609917
3627-FHKBK,0,28,0,0,Anaheim,92806,34398,0,1,None,1,4.13,No,1,Fiber Optic,51.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,0,Mailed Check,75.3,75.3,0.0,0,4.13,79.43,1,Competitor,Competitor had better devices,1,0.60858923
4678-DVQEO,0,41,0,0,Bass Lake,93604,613,0,1,None,1,34.04,No,1,DSL,23.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,52.2,52.2,0.0,0,34.04,86.24,1,Competitor,Competitor made better offer,1,0.6034993
7797-EJMDP,0,34,0,0,Manteca,95336,36738,0,8,Offer E,1,33.54,No,1,DSL,14.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,0,Bank Withdrawal,66.05,574.5,0.0,0,268.32,842.82,0,Unknown,Unknown,1,0.6027449
5447-WZAFP,0,22,0,0,Carlsbad,92008,35582,0,53,Offer B,1,8.33,No,1,Fiber Optic,73.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,1,Mailed Check,100.3,5200.8,0.0,0,441.49,5642.29,0,Unknown,Unknown,1,0.6026563
9907-SWKKF,0,69,0,0,Twain,95984,73,0,1,Offer E,0,0.0,Unknown,1,DSL,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,0,Credit Card,25.05,25.05,0.0,0,0.0,25.05,1,Competitor,Competitor had better devices,1,0.6018888
8778-LMWTJ,0,28,0,0,River Pines,95675,364,0,9,None,1,13.05,No,1,Fiber Optic,73.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,1,Bank Withdrawal,74.85,708.2,0.0,0,117.45,825.65,0,Unknown,Unknown,1,0.59980637
0749-IRGQE,0,68,1,0,Buena Park,90621,33528,5,13,None,0,0.0,Unknown,1,DSL,9.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,0,Bank Withdrawal,45.3,528.45,0.0,0,0.0,528.45,0,Unknown,Unknown,1,0.5994458
